file,WER,Deletions,Substitutions,Insertions
30_Halsey_You_should_be_sad.txt,0.07,"{'no': 1, 'ive': 1, 'had': 1, 'enough': 1, 'of': 1, 'them': 1}","{'my': {'got': 1, 'half': 1}, 'chest': {'no': 1}, 'anger': {'malice': 1}, 'got': {'just': 1}, 'no': {'a': 1, 'tell': 1, 'man': 1, 'i': 1}, 'malice': {'little': 1}, 'just': {'bit': 1, 'warning': 1, 'and': 1}, 'a': {'of': 1, 'love': 1}, 'little': {'regret': 1}, 'bit': {'know': 1}, 'of': {'nobody': 1, 'im': 1}, 'regret': {'else': 1, 'will': 1}, 'nobody': {'you': 1}, 'else': {'so': 1}, 'will': {'theres': 1}, 'tell': {'some': 1}, 'you': {'things': 1, 'the': 1, 'so': 1, 'theres': 1, 'in': 1, 'feel': 1, 'had': 1, 'without': 1, 'your': 1}, 'so': {'i': 1, 'baby': 1, 'to': 1, 'just': 1, 'me': 1}, 'theres': {'gotta': 1, 'i': 1}, 'some': {'say': 1}, 'things': {'gonna': 1}, 'i': {'jot': 1, 'you': 2, 'too': 1, 'just': 1, 'ran': 1}, 'gotta': {'it': 1}, 'say': {'down': 1}, 'gonna': {'and': 1}, 'jot': {'then': 1}, 'down': {'out': 1, 'would': 1}, 'get': {'ill': 1}, 'it': {'be': 1, 'sorry': 1, 'no': 1, 'fucking': 1}, 'out': {'on': 1, 'far': 1}, 'and': {'my': 1, 'inside': 1, 'ever': 1, 'im': 1, 'never': 1}, 'then': {'way': 1, 'ever': 1}, 'ill': {'know': 1}, 'be': {'youre': 1}, 'on': {'not': 1}, 'way': {'the': 1}, 'youre': {'you': 1}, 'not': {'think': 1}, 'half': {'that': 1}, 'the': {'you': 1, 'drugs': 1}, 'man': {'are': 1}, 'think': {'cant': 1}, 'that': {'fill': 1, 'see': 1}, 'are': {'hole': 1, 'breaking': 1}, 'cant': {'with': 1, 'it': 1}, 'fill': {'money': 1}, 'hole': {'and': 1}, 'inside': {'cars': 1}, 'with': {'glad': 1, 'unless': 1}, 'money': {'i': 1}, 'drugs': {'never': 1}, 'cars': {'had': 1}, 'im': {'a': 1, 'down': 1}, 'glad': {'with': 1, 'then': 1}, 'never': {'cause': 1, 'tears': 1}, 'ever': {'you': 1, 'cause': 1}, 'had': {'cant': 1, 'glad': 1}, 'baby': {'nothing': 1}, 'cause': {'something': 1, 'this': 1}, 'love': {'for': 1}, 'nothing': {'you': 1}, 'unless': {'oh': 1}, 'something': {'feel': 1}, 'in': {'so': 1}, 'for': {'i': 1}, 'oh': {'so': 1}, 'feel': {'tried': 1, 'it': 1}, 'sorry': {'help': 1}, 'sad': {'aint': 1}, 'tried': {'bad': 1}, 'to': {'and': 1}, 'help': {'i': 1}, 'made': {'about': 1, 'so': 1}, 'mad': {'are': 1}, 'warning': {'made': 1}, 'about': {'it': 1}, 'who': {'out': 1}, 'without': {'that': 1}, 'breaking': {'you': 1}, 'ran': {'touch': 1}, 'fuckin': {'again': 1}, 'far': {'wont': 1}, 'would': {'alligator': 1}, 'touch': {'no': 1}, 'me': {'ive': 1}, 'again': {'had': 1}, 'wont': {'enough': 1}, 'see': {'of': 1}, 'your': {'them': 1}, 'alligator': {'gonna': 1}, 'tears': {'start': 1}}","{'anger': 1, 'get': 1, 'and': 1, 'of': 1, 'sad': 1, 'who': 1}"
21_Roddy_Ricch_High_Fashion_(feat._Mustard).txt,0.4,"{'at': 1, 'cash': 1, 'heart': 1}","{'mustard': {'i': 1}, 'on': {'put': 1, 'floor': 1, 'we': 1, 'need': 1}, 'the': {'some': 1, 'drop': 1, 'it': 1, 'but': 1, 'she': 1, 'only': 1, 'yall': 1, 'promo': 1, 'keep': 1, 'dont': 1}, 'beat': {'ice': 1}, 'hoe': {'on': 1}, 'shawty': {'you': 1, 'if': 1}, 'made': {'cause': 1}, 'that': {'you': 1, 'tell': 1}, 'ass': {'got': 1, 'okay': 1}, 'clap': {'a': 1}, 'she': {'cold': 1, 'inside': 1}, 'dont': {'i': 1, 'keep': 1, 'go': 1}, 'need': {'know': 1, 'it': 1}, 'no': {'i': 1, 'just': 1, 'and': 1}, 'applause': {'gotta': 1}, 'high': {'keep': 1, 'a': 1}, 'fashion': {'my': 1}, 'like': {'shorty': 1, 'babe': 1, 'high': 1}, 'goyard': {'on': 1}, 'gwagon': {'go': 1}, 'or': {'go': 1}, 'rover': {'that': 1}, 'i': {'ass': 1, 'none': 1, 'these': 1, 'lot': 1, 'the': 2, 'bottom': 2, 'when': 2, 'my': 1, 'see': 1, 'since': 1, 'you': 1}, 'put': {'to': 1}, 'some': {'the': 1}, 'ice': {'floor': 1}, 'you': {'yeah': 1, 'i': 1, 'the': 1, 'dioio': 1, 'up': 1, 'im': 1}, 'cause': {'ah': 1, 'make': 1}, 'got': {'aint': 1, 'now': 1, 'my': 1}, 'a': {'gotta': 1, 'you': 1, 'know': 1, 'diamonds': 1, 'got': 1}, 'cold': {'deal': 1}, 'heart': {'with': 1}, 'know': {'of': 1, 'and': 1, 'to': 1}, 'gotta': {'niggas': 1, 'prada': 1}, 'keep': {'no': 1, 'im': 1, 'you': 1}, 'my': {'more': 1, 'wanna': 1, 'dark': 1}, 'go': {'happen': 1, 'to': 1, 'be': 1}, 'drop': {'hands': 1}, 'to': {'is': 1, 'i': 1}, 'floorfloor': {'okay': 1}, 'yeah': {'if': 1}, 'ahah': {'i': 1}, 'woah': {'call': 1}, 'aint': {'my': 1, 'top': 1}, 'deal': {'babe': 1}, 'with': {'i': 1, 'cash': 1}, 'none': {'aint': 1}, 'of': {'no': 1, 'the': 1}, 'these': {'player': 1}, 'niggas': {'i': 1}, 'more': {'got': 1}, 'if': {'a': 2, 'can': 1}, 'we': {'lot': 1}, 'hop': {'of': 1}, 'in': {'base': 1, 'i': 1}, 'benz': {'let': 1}, 'is': {'me': 1, 'i': 1}, 'okay': {'you': 2}, 'it': {'like': 1, 'in': 1}, 'call': {'babe': 1}, 'prada': {'start': 1}, 'bae': {'at': 1, 'like': 1, 'shanaynay': 1, 'pull': 1, 'and': 1}, 'player': {'the': 1}, 'just': {'babe': 1}, 'lot': {'want': 1, 'i': 1}, 'baes': {'shoe': 1}, 'but': {'with': 1}, 'let': {'the': 1}, 'me': {'red': 1}, 'tell': {'at': 1}, 'wanna': {'you': 1}, 'start': {'right': 1}, 'and': {'babe': 1}, 'bottom': {'want': 1, 'i': 1}, 'want': {'im': 1, 'coco': 1}, 'shoe': {'doing': 1}, 'red': {'dont': 1}, 'when': {'rise': 1}, 'ride': {'in': 1}, 'top': {'44': 1}, 'chanene': {'if': 1}, 'dioo': {'i': 1}, 'im': {'got': 1, 'cause': 1}, 'only': {'a': 1}, 'doin': {'feeling': 1}, 'promo': {'inside': 1}, 'pull': {'heart': 1}, 'up': {'and': 1}, 'rise': {'pedicure': 1}, 'fourfour': {'do': 1}, 'inside': {'facades': 1, 'the': 1}, 'cocoa': {'you': 1}, 'feeling': {'even': 1}, 'patek': {'it': 1}, 'too': {'it': 1}, 'facades': {'anything': 1}}","{'woah': 1, 'is': 1, 'and': 1}"
23_Harry_Styles_Adore_You.txt,0.25,"{'paradise': 1, 'say': 1, 'for': 1}","{'state': {'i': 1}, 'of': {'get': 1}, 'mind': {'so': 1}, 'i': {'lost': 1}, 'get': {'inside': 1}, 'so': {'your': 1}, 'lost': {'eyes': 1}, 'inside': {'do': 1}, 'your': {'you': 1, 'brown': 1}, 'eyes': {'believe': 1}, 'would': {'it': 1, 'say': 1}, 'believe': {'dont': 1, 'me': 1}, 'it': {'have': 1, 'i': 1}, 'you': {'to': 3, 'through': 1, 'thing': 1, 'love': 1}, 'dont': {'say': 3}, 'have': {'love': 1, 'nothing': 1, 'youre': 1}, 'to': {'me': 1, 'you': 1, 'mine': 1}, 'love': {'dont': 1}, 'me': {'have': 1, 'i': 1, 'the': 1}, 'say': {'dont': 1, 'honey': 1}, 'nothing': {'have': 1}, 'youre': {'i': 1}, 'mine': {'walk': 1}, 'honey': {'through': 1, 'for': 1}, 'ah': {'fire': 1, 'you': 1}, 'id': {'for': 1, 'just': 1}, 'walk': {'you': 1, 'let': 1}, 'through': {'just': 1, 'me': 1}, 'fire': {'let': 1, 'adore': 1}, 'for': {'me': 1}, 'just': {'oh': 1, 'like': 1}, 'let': {'honey': 1, 'its': 1}, 'adore': {'walk': 1, 'only': 1}, 'oh': {'fire': 1}, 'like': {'ill': 2}, 'its': {'ever': 2}, 'the': {'do': 2}, 'only': {'like': 1, 'youre': 1}, 'thing': {'its': 1, 'wonder': 1}, 'ill': {'the': 1, 'under': 1}, 'ever': {'only': 1, 'summer': 1}, 'do': {'thing': 1, 'sky': 1}, 'wonder': {'skin': 1}, 'under': {'and': 1}, 'summer': {'lemon': 1, 'would': 1}, 'skies': {'overrides': 1, 'you': 1}, 'brown': {'believe': 1}, 'skin': {'it': 1}, 'and': {'you': 1}, 'lemon': {'dont': 1}, 'over': {'have': 1}, 'ice': {'to': 1}}","{'adore': 1, 'just': 1, 'wanna': 1}"
07_Arizona_Zervas_ROXANNE.txt,0.21,"{'in': 1, 'unless': 1}","{'all': {'off': 1, 'damn': 1, 'but': 1, 'at': 1, 'yeah': 1}, 'for': {'of': 1, 'no': 1}, 'oh': {'roxanne': 1}, 'wait': {'roxanne': 1, 'drive': 1}, 'shit': {'all': 1}, '94': {'she': 1}, 'dont': {'wanna': 1, 'want': 1}, 'need': {'do': 1}, 'no': {'is': 1, 'gon': 1}, 'brakes': {'party': 1}, 'yeah': {'all': 1, 'if': 1}, 'roxanne': {'night': 1, 'god': 1, 'think': 1, 'met': 1, 'her': 1}, 'she': {'roxanne': 2, 'only': 2, 'a': 1, 'shorty': 1, 'if': 1}, 'wanna': {'never': 1, 'party': 1, 'a': 1}, 'do': {'gonna': 1, 'in': 1, 'brutal': 1}, 'is': {'love': 1, 'the': 1}, 'party': {'me': 1, 'hills': 1, 'for': 1}, 'night': {'its': 1, 'she': 1}, 'god': {'alright': 1}, 'damn': {'she': 1}, 'never': {'im': 1}, 'gonna': {'a': 1}, 'love': {'asshole': 1}, 'me': {'she': 1}, 'but': {'think': 1, 'ay': 1}, 'its': {'im': 1, 'the': 1}, 'alright': {'a': 1}, 'think': {'keep': 1, 'cause': 1}, 'im': {'running': 1, 'i': 1}, 'an': {'back': 1}, 'asshole': {'though': 1}, 'a': {'pay': 1, 'it': 1, 'this': 1}, 'player': {'up': 1}, 'keep': {'roxanne': 1}, 'running': {'all': 1}, 'back': {'she': 1}, 'though': {'wanna': 1}, 'only': {'do': 1}, 'cause': {'is': 1}, 'i': {'party': 1, 'dont': 1}, 'pay': {'all': 1}, 'up': {'night': 1}, 'met': {'just': 1}, 'her': {'wanna': 1}, 'at': {'do': 1}, 'hills': {'thrill': 1}, 'just': {'drive': 1}, 'it': {'with': 1}, 'the': {'top': 1, 'car': 1, 'i': 1}, 'thrill': {'but': 1}, 'shawty': {'i': 1}, 'drive': {'throw': 1, 'a': 1}, 'poodle': {'money': 1}, 'with': {'she': 1}, 'top': {'drop': 1}, 'if': {'she': 1, 'unless': 1}, 'throw': {'wait': 1}, 'this': {'in': 1}, 'money': {'lines': 1}, 'gon': {'its': 1}, 'drop': {'too': 1}, 'ayy': {'long': 1}, 'in': {'the': 1}, 'lines': {'whip': 1}, 'too': {'roof': 1}, 'long': {'fall': 1}, 'whip': {'when': 1}, 'roof': {'cash': 1}, 'off': {'out': 1}, 'want': {'take': 1}, 'to': {'the': 1}, 'call': {'pick': 1}, 'cash': {'ask': 1}, 'out': {'her': 1}}","{'player': 1, 'she': 1}"
17_The_Weeknd_Heartless.txt,0.19,"{'the': 1, 'im': 1, 'heartless': 1}","{'bitch': {'tryna': 1}, 'need': {'find': 1, 'pound': 1}, 'tryna': {'the': 1, 'but': 1, 'never': 1}, 'find': {'one': 1}, 'the': {'that': 1, 'speed': 1, 'a': 1, 'love': 1}, 'one': {'can': 1}, 'that': {'fix': 1}, 'can': {'me': 1}, 'fix': {'ive': 1}, 'me': {'been': 1, 'never': 1, 'cause': 1}, 'ive': {'dodging': 1, 'through': 1}, 'been': {'death': 1, 'the': 1}, 'dodgin': {'in': 1}, 'death': {'the': 1}, 'in': {'six': 1, 'tryna': 1}, 'six': {'amphetamine': 1}, 'speed': {'got': 1}, 'amphetamine': {'my': 1}, 'got': {'stomach': 1, 'life': 1}, 'my': {'feeling': 1, 'this': 1}, 'stummy': {'sickly': 1}, 'feelin': {'i': 1}, 'sickly': {'want': 1}, 'yeah': {'it': 1}, 'i': {'all': 1}, 'want': {'now': 1}, 'it': {'ive': 1}, 'all': {'been': 1, 'got': 1}, 'now': {'running': 1}, 'runnin': {'pussy': 1}, 'through': {'need': 1}, 'pussy': {'dog': 1}, 'a': {'hundred': 1, 'im': 1, 'for': 1}, 'dog': {'models': 1}, 'pound': {'getting': 1}, 'hundred': {'faded': 1}, 'models': {'in': 1}, 'gettin': {'a': 1}, 'faded': {'compound': 1}, 'compound': {'me': 1}, 'love': {'they': 1}, 'but': {'get': 1}, 'they': {'a': 1}, 'never': {'postout': 1, 'no': 1}, 'get': {'cause': 1}, 'pulse': {'heartless': 1}, 'down': {'and': 1}, 'why': {'im': 1}, 'cause': {'bad': 1, 'and': 1, 'be': 1, 'much': 1}, 'im': {'to': 1, 'this': 1, 'a': 1, 'pussy': 1}, 'heartless': {'my': 1, 'pain': 1, 'better': 1, 'be': 1}, 'and': {'ways': 1, 'for': 1}, 'back': {'heartless': 1}, 'to': {'all': 1}, 'ways': {'money': 1}, 'this': {'me': 1, 'life': 1}, 'money': {'heartless': 1}, 'pain': {'for': 1}, 'low': {'said': 2}, 'life': {'im': 2, 'tryna': 1, 'so': 1}, 'for': {'heartless': 2, 'im': 1}, 'said': {'man': 1, 'falling': 1}, 'better': {'wetting': 1}, 'man': {'can': 1}, 'be': {'life': 1}, 'weddin': {'life': 1}, 'plan': {'cause': 1}}","{'cause': 1, 'im': 1, 'but': 1}"
